"varname","modelform","k","AICc","AICcdiff","R2m","R2c","term","estimate","std.error","p.value"
"TDP","3",4,-1763,5,0.05172,0.1001,"depthmean",5.4e-05,9.4e-05,0.57
"TDP","3",4,-1763,5,0.05172,0.1001,"forest",2.2e-06,5.5e-06,0.69
"TDP","3",4,-1763,5,0.0522,0.1004,"(Intercept)",0.0042,0.00096,2.2e-05
"TDP","3",4,-1763,5,0.0522,0.1004,"iceout_doy",-1.1e-05,4e-06,0.0059
"TDP","3",4,-1763,5,0.0522,0.1004,"hydro",-0.00012,0.00022,0.58
"TDP","3",4,-1763,5,0.0522,0.1004,"forest",1.7e-06,5.6e-06,0.76
"TDP","2",3,-1762,6,0.03671,0.07191,"(Intercept)",0.0018,0.00051,0.00066
"TDP","2",3,-1762,6,0.03671,0.07191,"days_since_iceout",1.1e-05,4.4e-06,0.017
"TDP","2",3,-1762,6,0.03671,0.07191,"hydro",-2e-04,0.00021,0.35
"TDP","2",3,-1762,6,0.03585,0.07285,"(Intercept)",0.0012,0.00032,0.00022
"TDP","2",3,-1762,6,0.03585,0.07285,"days_since_iceout",1e-05,4.4e-06,0.021
"TDP","2",3,-1762,6,0.03585,0.07285,"forest",4.3e-06,5.2e-06,0.42
"TDP","2",3,-1762,6,0.03204,0.07142,"(Intercept)",0.0012,0.00042,0.0046
"TDP","2",3,-1762,6,0.03204,0.07142,"days_since_iceout",1e-05,4.4e-06,0.02
"TDP","2",3,-1762,6,0.03204,0.07142,"depthmean",4.2e-05,9.1e-05,0.65
"TDP","3",4,-1761,7,0.04024,0.07362,"(Intercept)",0.0016,0.00058,0.006
"TDP","3",4,-1761,7,0.04024,0.07362,"days_since_iceout",1.1e-05,4.4e-06,0.019
"TDP","3",4,-1761,7,0.04024,0.07362,"hydro",-0.00017,0.00021,0.42
"TDP","3",4,-1761,7,0.04024,0.07362,"forest",3.5e-06,5.3e-06,0.51
"TDP","2x",4,-1761,7,0.03832,0.07313,"(Intercept)",0.0021,0.00085,0.013
"TDP","2x",4,-1761,7,0.03832,0.07313,"days_since_iceout:hydro",3.6e-06,6.7e-06,0.6
"TDP","2x",4,-1761,7,0.03832,0.07313,"days_since_iceout",3.1e-06,1.5e-05,0.84
"TDP","2x",4,-1761,7,0.03832,0.07313,"hydro",-0.00037,0.00038,0.35
"TDP","3",4,-1761,7,0.03821,0.07253,"(Intercept)",0.0016,0.00061,0.0079
"TDP","3",4,-1761,7,0.03821,0.07253,"days_since_iceout",1.1e-05,4.4e-06,0.017
"TDP","3",4,-1761,7,0.03821,0.07253,"hydro",-2e-04,0.00021,0.35
"TDP","3",4,-1761,7,0.03821,0.07253,"depthmean",4.2e-05,9e-05,0.65
"TDP","2x",4,-1760,8,0.03605,0.07671,"(Intercept)",0.00076,0.00067,0.25
"TDP","2x",4,-1760,8,0.03605,0.07671,"days_since_iceout",2e-05,1.2e-05,0.093
"TDP","2x",4,-1760,8,0.03605,0.07671,"depthmean",0.00016,0.00016,0.34
"TDP","2x",4,-1760,8,0.03605,0.07671,"days_since_iceout:depthmean",-2.4e-06,2.8e-06,0.39
"TDP","3",4,-1760,8,0.03726,0.07343,"(Intercept)",0.0011,0.00045,0.02
"TDP","3",4,-1760,8,0.03726,0.07343,"days_since_iceout",1e-05,4.4e-06,0.021
"TDP","3",4,-1760,8,0.03726,0.07343,"forest",4.3e-06,5.2e-06,0.42
"TDP","3",4,-1760,8,0.03726,0.07343,"depthmean",4.1e-05,9.1e-05,0.66
"TDP","1",2,-1759,9,0.006021,0.04278,"(Intercept)",0.0017,0.00024,1.7e-11
"TDP","1",2,-1759,9,0.006021,0.04278,"forest",4.7e-06,5.3e-06,0.38
"TDP","1",2,-1759,9,0.004743,0.04224,"(Intercept)",0.0023,0.00048,6e-06
"TDP","1",2,-1759,9,0.004743,0.04224,"hydro",-0.00017,0.00021,0.43
"TDP","1",2,-1758,10,0.001499,0.04174,"(Intercept)",0.0017,0.00036,3.1e-06
"TDP","1",2,-1758,10,0.001499,0.04174,"depthmean",4.1e-05,9.2e-05,0.66
"Watertemp","3",4,839.4,0,0.4064,0.6098,"(Intercept)",7.8,8.8,0.38
"Watertemp","3",4,839.4,0,0.4064,0.6098,"iceout_doy",-0.075,0.0071,9.2e-20
"Watertemp","3",4,839.4,0,0.4064,0.6098,"solar_jas",0.0048,0.0019,0.021
"Watertemp","3",4,839.4,0,0.4064,0.6098,"hydro",-1.5,0.72,0.047
"Watertemp","2",3,841.5,2.10000000000002,0.3367,0.6038,"(Intercept)",9.6,9.7,0.32
"Watertemp","2",3,841.5,2.10000000000002,0.3367,0.6038,"iceout_doy",-0.074,0.0071,1.5e-19
"Watertemp","2",3,841.5,2.10000000000002,0.3367,0.6038,"solar_jas",0.0037,0.002,0.086
"Watertemp","1",2,842.5,3.10000000000002,0.2983,0.6123,"(Intercept)",27,1.4,8.1e-41
"Watertemp","1",2,842.5,3.10000000000002,0.2983,0.6123,"iceout_doy",-0.073,0.0071,3.5e-19
"Watertemp","3",4,842.8,3.39999999999998,0.3568,0.6109,"(Intercept)",6.4,10,0.53
"Watertemp","3",4,842.8,3.39999999999998,0.3568,0.6109,"iceout_doy",-0.074,0.0071,2.8e-19
"Watertemp","3",4,842.8,3.39999999999998,0.3568,0.6109,"solar_jas",0.0046,0.0023,0.059
"Watertemp","3",4,842.8,3.39999999999998,0.3568,0.6109,"solar_dec",-0.0036,0.0043,0.41
"Watertemp","2",3,842.9,3.5,0.3357,0.6176,"(Intercept)",29,2.2,2.1e-26
"Watertemp","2",3,842.9,3.5,0.3357,0.6176,"iceout_doy",-0.073,0.0071,4.1e-19
"Watertemp","2",3,842.9,3.5,0.3357,0.6176,"hydro",-1,0.8,0.21
"Watertemp","3",4,843,3.60000000000002,0.348,0.6055,"(Intercept)",7.3,10,0.47
"Watertemp","3",4,843,3.60000000000002,0.348,0.6055,"iceout_doy",-0.074,0.0071,1.8e-19
"Watertemp","3",4,843,3.60000000000002,0.348,0.6055,"solar_jas",0.0041,0.0021,0.065
"Watertemp","3",4,843,3.60000000000002,0.348,0.6055,"volume",4.6e-06,6e-06,0.45
"Watertemp","2x",4,843.2,3.80000000000007,0.3475,0.6204,"(Intercept)",24,4.7,1.8e-06
"Watertemp","2x",4,843.2,3.80000000000007,0.3475,0.6204,"iceout_doy",-0.043,0.024,0.074
"Watertemp","2x",4,843.2,3.80000000000007,0.3475,0.6204,"iceout_doy:hydro",-0.014,0.011,0.19
"Watertemp","2x",4,843.2,3.80000000000007,0.3475,0.6204,"hydro",1.6,2.1,0.46
"Watertemp","2x",4,843.5,4.10000000000002,0.3347,0.6048,"(Intercept)",15,26,0.56
"Watertemp","2x",4,843.5,4.10000000000002,0.3347,0.6048,"iceout_doy",-0.11,0.14,0.43
"Watertemp","2x",4,843.5,4.10000000000002,0.3347,0.6048,"solar_jas",0.0025,0.0056,0.66
"Watertemp","2x",4,843.5,4.10000000000002,0.3347,0.6048,"iceout_doy:solar_jas",6.8e-06,2.9e-05,0.82
"Watertemp","2x",4,844.2,4.80000000000007,0.3083,0.6197,"(Intercept)",29,1.9,2.1e-30
"Watertemp","2x",4,844.2,4.80000000000007,0.3083,0.6197,"iceout_doy",-0.083,0.0096,8.3e-15
"Watertemp","2x",4,844.2,4.80000000000007,0.3083,0.6197,"iceout_doy:volume",9.8e-08,6.3e-08,0.13
"Watertemp","2x",4,844.2,4.80000000000007,0.3083,0.6197,"volume",-1.6e-05,1.3e-05,0.23
"Watertemp","2",3,844.5,5.10000000000002,0.3004,0.6129,"(Intercept)",27,1.5,3.6e-37
"Watertemp","2",3,844.5,5.10000000000002,0.3004,0.6129,"iceout_doy",-0.073,0.0071,4.4e-19
"Watertemp","2",3,844.5,5.10000000000002,0.3004,0.6129,"volume",1.6e-06,6.3e-06,0.8
"Watertemp","2",3,844.5,5.10000000000002,0.297,0.6113,"(Intercept)",27,1.9,4.3e-29
"Watertemp","2",3,844.5,5.10000000000002,0.297,0.6113,"iceout_doy",-0.073,0.0071,4.9e-19
"Watertemp","2",3,844.5,5.10000000000002,0.297,0.6113,"solar_dec",0.00038,0.0041,0.93
"Watertemp","3",4,844.9,5.5,0.3341,0.6162,"(Intercept)",29,2.5,1.8e-22
"Watertemp","3",4,844.9,5.5,0.3341,0.6162,"iceout_doy",-0.073,0.0071,5.7e-19
"Watertemp","3",4,844.9,5.5,0.3341,0.6162,"hydro",-1,0.8,0.21
"Watertemp","3",4,844.9,5.5,0.3341,0.6162,"solar_dec",6e-04,0.004,0.88
"Watertemp","3",4,845,5.60000000000002,0.336,0.6177,"(Intercept)",29,2.4,4.5e-24
"Watertemp","3",4,845,5.60000000000002,0.336,0.6177,"iceout_doy",-0.073,0.0071,5.1e-19
"Watertemp","3",4,845,5.60000000000002,0.336,0.6177,"hydro",-1,0.81,0.22
"Watertemp","3",4,845,5.60000000000002,0.336,0.6177,"volume",3.9e-07,6.1e-06,0.95
"Watertemp","3",4,846.6,7.20000000000005,0.2994,0.6122,"(Intercept)",27,2,8.7e-28
"Watertemp","3",4,846.6,7.20000000000005,0.2994,0.6122,"iceout_doy",-0.073,0.0071,6.5e-19
"Watertemp","3",4,846.6,7.20000000000005,0.2994,0.6122,"volume",1.6e-06,6.3e-06,0.81
"Watertemp","3",4,846.6,7.20000000000005,0.2994,0.6122,"solar_dec",0.00029,0.0042,0.94
"Watertemp","2x",4,846.6,7.20000000000005,0.2966,0.6115,"(Intercept)",27,3.8,3.7e-11
"Watertemp","2x",4,846.6,7.20000000000005,0.2966,0.6115,"iceout_doy",-0.075,0.019,0.00015
"Watertemp","2x",4,846.6,7.20000000000005,0.2966,0.6115,"iceout_doy:solar_dec",5e-06,5.9e-05,0.93
"Watertemp","2x",4,846.6,7.20000000000005,0.2966,0.6115,"solar_dec",-0.00054,0.012,0.96
