"variable","snowyr","model","term","val","std.error","pval","AICc","AICcdiff"
"DO_top2m","hi","2_823","N_dep_2000_2009",0.34,0.126,0.0103,587,2
"DO_top2m","hi","2_847","N_dep_2010_2014",0.251,0.096,0.0128,587,2
"DO_top2m","hi","2_1032","granodiorite",-0.0158,0.00653,0.0208,587,2
"DO_top2m","hi","2_901","NH4_dep_1990_1999",3.84,1.62,0.023,587,2
"DO_top2m","hi","2_761","N_dep_1985_1989",1.97,0.814,0.0203,587,2
"DO_top2m","hi","2_1068","SO4_dep_1990_1999",0.0656,0.0244,0.0107,587,2
"DO_top2m","hi","2_762","N_dep_1985_1989",1.56,0.693,0.0306,587,2
"DO_top2m","hi","2_1090","SO4_dep_2010_2014",0.0623,0.0381,0.111,587,2
"DO_top2m","hi","2_933","NH4_dep_2000_2009",0.76,0.279,0.00986,587,2
"DO_top2m","hi","2_1071","quartzmonzonite",0.0191,0.00976,0.0576,587,2
"DO_top2m","hi","2_1045","granodiorite",-0.0114,0.00581,0.0562,587,2
"DO_top2m","hi","2_547","outlet",-0.926,0.458,0.0506,587,2
"DO_top2m","hi","2_1068","granodiorite",-0.0113,0.00579,0.0584,587,2
"DO_top2m","hi","2_847","granodiorite",-0.0154,0.00646,0.0224,587,2
"DO_top2m","hi","2_1090","quartzmonzonite",0.0202,0.00969,0.0443,587,2
"DO_top2m","hi","2_1078","SO4_dep_2000_2009",0.095,0.0361,0.0123,587,2
"DO_top2m","hi","2_1078","granodiorite",-0.0112,0.00578,0.0609,587,2
"DO_top2m","hi","2_772","granodiorite",-0.0129,0.00597,0.0377,587,2
"DO_top2m","hi","2_745","granodiorite",-0.0138,0.00612,0.0303,587,2
"DO_top2m","hi","2_1018","granodiorite",-0.0143,0.00627,0.028,587,2
"DO_top2m","hi","2_1087","granodiorite",-0.0124,0.00596,0.044,587,2
"DO_top2m","lo","2_762","N_dep_1985_1989",0.211,0.693,0.763,587,2
"DO_top2m","lo","2_630","quartzmonzonite",0.0017,0.00966,0.861,587,2
"DO_top2m","lo","2_1087","SO4_dep_2010_2014",-0.088,0.0408,0.0377,587,2
"DO_top2m","lo","2_847","granodiorite",0.00452,0.00646,0.489,587,2
"DO_top2m","lo","2_922","NH4_dep_2000_2009",-1.71,1.53,0.272,587,2
"DO_top2m","lo","2_901","NH4_dep_1990_1999",-1.03,1.62,0.53,587,2
"DO_top2m","lo","2_547","NH4_dep_2000_2009",-0.505,0.545,0.36,587,2
"DO_top2m","lo","2_902","NO3_dep_1990_1999",0.0486,0.24,0.841,587,2
"DO_top2m","lo","2_1078","granodiorite",0.00127,0.00578,0.828,587,2
"DO_top2m","lo","2_860","NO3_dep_2000_2009",-0.154,0.337,0.651,587,2
"DO_top2m","lo","2_936","NH4_dep_2000_2009",-0.576,0.269,0.0388,587,2
"DO_top2m","lo","2_761","N_dep_1985_1989",-0.495,0.814,0.547,587,2
"DO_top2m","lo","2_902","NH4_dep_1990_1999",-0.671,1.42,0.639,587,2
"DO_top2m","lo","2_1048","quartzmonzonite",0.00284,0.00973,0.772,587,2
"DO_top2m","lo","2_1045","granodiorite",0.00125,0.00581,0.83,587,2
"DO_top2m","lo","2_1090","quartzmonzonite",0.0022,0.00969,0.822,587,2
"DO_top2m","lo","2_1068","SO4_dep_1990_1999",-0.0491,0.0244,0.0517,587,2
"DO_top2m","lo","2_745","N_dep_1985_2015",-0.22,0.108,0.0488,587,2
"DO_top2m","lo","2_933","NH4_dep_2000_2009",-0.58,0.279,0.0448,587,2
"DO_top2m","lo","2_870","NH4_dep_1985_2015",-0.473,0.234,0.0505,587,2
"DO_top2m","lo","2_870","granodiorite",0.00212,0.00598,0.724,587,2
"DO_top2m","lo","2_1045","SO4_dep_1985_2015",-0.0627,0.0301,0.0439,587,2
"DO_top2m","lo","2_761","NO3_dep_1990_1999",0.0798,0.239,0.74,587,2
"DO_top2m","lo","2_823","granodiorite",0.0029,0.00609,0.636,587,2
"DO_top2m","lo","2_1078","SO4_dep_2000_2009",-0.0792,0.0361,0.0346,587,2
"DO_top2m","lo","2_933","granodiorite",0.00175,0.00589,0.768,587,2
"DO_top2m","lo","2_860","NH4_dep_1985_2015",0.303,1.65,0.855,587,2
"DO_top2m","lo","2_630","Cl_dep_1985_1989",-0.0273,0.0134,0.0493,587,2
"DO_top2m","lo","2_1071","SO4_dep_1990_1999",-0.0492,0.0237,0.0446,587,2
"DO_top2m","lo","2_1048","SO4_dep_1985_2015",-0.0621,0.029,0.0385,587,2
"DO_top2m","lo","2_823","N_dep_2000_2009",-0.264,0.126,0.0428,587,2
"DO_top2m","lo","2_922","NO3_dep_1990_1999",0.148,0.193,0.449,587,2
"DO_top2m","lo","2_762","NO3_dep_2000_2009",-0.174,0.272,0.528,587,2
"DO_top2m","lo","2_1090","SO4_dep_2010_2014",-0.0832,0.0381,0.0356,587,2
"DO_top2m","lo","2_1032","NO3_dep_2010_2014",-0.0956,0.0452,0.041,587,2
"DO_top2m","lo","2_1018","NO3_dep_2000_2009",-0.106,0.0502,0.0408,587,2
"DO_top2m","lo","2_547","outlet",-0.0443,0.458,0.924,587,2
"DO_top2m","lo","2_936","quartzmonzonite",0.00404,0.00986,0.684,587,2
"DO_top2m","lo","2_847","N_dep_2010_2014",-0.201,0.096,0.0428,587,2
"DO_top2m","lo","2_901","NO3_dep_1985_1989",0.14,0.352,0.693,587,2
"DO_top2m","lo","2_1018","granodiorite",0.00376,0.00627,0.552,587,2
"DO_top2m","lo","2_745","granodiorite",0.00287,0.00612,0.642,587,2
"DO_top2m","lo","2_772","granodiorite",0.002,0.00597,0.739,587,2
"DO_top2m","lo","2_772","N_dep_1985_1989",-0.241,0.122,0.0548,587,2
"DO_top2m","lo","2_1032","granodiorite",0.00484,0.00653,0.463,587,2
"DO_top2m","lo","2_1068","granodiorite",0.00098,0.00579,0.866,587,2
"DO_top2m","lo","2_1071","quartzmonzonite",0.00302,0.00976,0.759,587,2
"DO_top2m","lo","2_1087","granodiorite",0.0023,0.00596,0.701,587,2
"DO_top2m","mid","2_902","NO3_dep_1990_1999",0.0581,0.0833,0.49,587,2
"DO_top2m","mid","2_1048","SO4_dep_1985_2015",0.00127,0.01,0.9,587,2
"DO_top2m","mid","2_860","NH4_dep_1985_2015",-0.53,0.585,0.371,587,2
"DO_top2m","mid","2_933","NH4_dep_2000_2009",-0.0212,0.0956,0.826,587,2
"DO_top2m","mid","2_761","N_dep_1985_1989",-0.177,0.282,0.533,587,2
"DO_top2m","mid","2_860","NO3_dep_2000_2009",0.11,0.12,0.367,587,2
"DO_top2m","mid","2_1078","SO4_dep_2000_2009",-0.00189,0.0124,0.88,587,2
"DO_top2m","mid","2_902","NH4_dep_1990_1999",-0.341,0.491,0.492,587,2
"DO_top2m","mid","2_1078","granodiorite",0.00123,0.00204,0.549,587,2
"DO_top2m","mid","2_1071","SO4_dep_1990_1999",0.000806,0.00816,0.922,587,2
"DO_top2m","mid","2_823","granodiorite",0.00133,0.00214,0.539,587,2
"DO_top2m","mid","2_922","NO3_dep_1990_1999",0.0291,0.067,0.667,587,2
"DO_top2m","mid","2_630","Cl_dep_1985_1989",0.000181,0.00462,0.969,587,2
"DO_top2m","mid","2_547","NH4_dep_2000_2009",-0.116,0.183,0.528,587,2
"DO_top2m","mid","2_772","N_dep_1985_1989",-0.0109,0.0419,0.795,587,2
"DO_top2m","mid","2_745","N_dep_1985_2015",-0.00859,0.0371,0.818,587,2
"DO_top2m","mid","2_745","granodiorite",0.00136,0.00216,0.533,587,2
"DO_top2m","mid","2_901","NO3_dep_1985_1989",0.0753,0.123,0.546,587,2
"DO_top2m","mid","2_870","NH4_dep_1985_2015",-0.0186,0.0804,0.819,587,2
"DO_top2m","mid","2_870","granodiorite",0.00133,0.00211,0.533,587,2
"DO_top2m","mid","2_901","NH4_dep_1990_1999",-0.345,0.567,0.546,587,2
"DO_top2m","mid","2_761","NO3_dep_1990_1999",0.0524,0.0827,0.531,587,2
"DO_top2m","mid","2_1090","SO4_dep_2010_2014",0.00253,0.0133,0.85,587,2
"DO_top2m","mid","2_1090","quartzmonzonite",-0.00249,0.00323,0.445,587,2
"DO_top2m","mid","2_762","N_dep_1985_1989",-0.229,0.249,0.364,587,2
"DO_top2m","mid","2_762","NO3_dep_2000_2009",0.091,0.0981,0.359,587,2
"DO_top2m","mid","2_823","N_dep_2000_2009",-0.00901,0.0432,0.836,587,2
"DO_top2m","mid","2_933","granodiorite",0.0013,0.00207,0.535,587,2
"DO_top2m","mid","2_936","quartzmonzonite",-0.00254,0.00329,0.445,587,2
"DO_top2m","mid","2_936","NH4_dep_2000_2009",0.0162,0.0925,0.862,587,2
"DO_top2m","mid","2_630","quartzmonzonite",-0.00242,0.00322,0.457,587,2
"DO_top2m","mid","2_772","granodiorite",0.00135,0.00211,0.525,587,2
"DO_top2m","mid","2_1045","SO4_dep_1985_2015",-0.00208,0.0104,0.842,587,2
"DO_top2m","mid","2_1045","granodiorite",0.00127,0.00205,0.539,587,2
"DO_top2m","mid","2_1068","SO4_dep_1990_1999",-0.00197,0.0084,0.816,587,2
"DO_top2m","mid","2_1068","granodiorite",0.00129,0.00204,0.533,587,2
"DO_top2m","mid","2_1048","quartzmonzonite",-0.00248,0.00325,0.45,587,2
"DO_top2m","mid","2_1071","quartzmonzonite",-0.00247,0.00326,0.454,587,2
"DO_top2m","mid","2_1032","NO3_dep_2010_2014",-0.00279,0.0156,0.859,587,2
"DO_top2m","mid","2_1032","granodiorite",0.00136,0.0023,0.557,587,2
"DO_top2m","mid","2_1018","granodiorite",0.00132,0.0022,0.554,587,2
"DO_top2m","mid","2_1018","NO3_dep_2000_2009",-0.00291,0.0172,0.867,587,2
"DO_top2m","mid","2_922","NH4_dep_2000_2009",-0.227,0.529,0.67,587,2
"DO_top2m","mid","2_547","outlet",0.114,0.157,0.472,587,2
"DO_top2m","mid","2_1087","SO4_dep_2010_2014",-0.00214,0.0142,0.88,587,2
"DO_top2m","mid","2_1087","granodiorite",0.00126,0.0021,0.552,587,2
"DO_top2m","mid","2_847","granodiorite",0.00135,0.00227,0.555,587,2
"DO_top2m","mid","2_847","N_dep_2010_2014",-0.00598,0.0332,0.858,587,2
"K","hi","2_148","Elevation_m",0.00111,0.000298,0.000651,554,0
"K","hi","2_148","outlet",-2.26,0.507,7.15e-05,554,0
"K","lo","2_148","Elevation_m",0.00024,0.000298,0.425,554,0
"K","lo","2_148","outlet",0.865,0.507,0.0959,554,0
"K","mid","2_148","outlet",0.158,0.172,0.364,554,0
"K","mid","2_148","Elevation_m",-0.000156,0.000101,0.133,554,0
"K","hi","2_191","outlet",-2.27,0.521,0.000103,555,1
"K","hi","2_191","elevmean_wshed",0.00101,0.00028,0.000912,555,1
"K","lo","2_191","outlet",0.76,0.521,0.153,555,1
"K","lo","2_191","elevmean_wshed",0.000279,0.00028,0.325,555,1
"K","mid","2_191","outlet",0.17,0.178,0.344,555,1
"K","mid","2_191","elevmean_wshed",-0.000148,9.49e-05,0.128,555,1
"K","hi","2_564","quartzmonzodiorite",0.0303,0.00873,0.00135,556,2
"K","hi","2_564","outlet",-0.698,0.206,0.00167,556,2
"K","hi","2_131","Watershed_area_ha",-0.00476,0.00259,0.0739,556,2
"K","hi","2_131","basalt",-0.018,0.00603,0.00511,556,2
"K","lo","2_564","outlet",1.32,0.206,1.85e-07,556,2
"K","lo","2_131","basalt",-0.00221,0.00603,0.716,556,2
"K","lo","2_564","quartzmonzodiorite",-0.0135,0.00873,0.131,556,2
"K","lo","2_131","Watershed_area_ha",0.0173,0.00259,7.44e-08,556,2
"K","mid","2_131","basalt",0.00238,0.00207,0.257,556,2
"K","mid","2_131","Watershed_area_ha",-0.00147,0.000883,0.106,556,2
"K","mid","2_564","quartzmonzodiorite",-0.00214,0.00308,0.493,556,2
"K","mid","2_564","outlet",-0.0734,0.071,0.307,556,2
"Mg","hi","2_567","outlet",-0.84,0.212,0.00033,569,0
"Mg","hi","2_567","tholeiite",1.35,0.534,0.0157,569,0
"Mg","lo","2_567","outlet",1.08,0.212,1.12e-05,569,0
"Mg","lo","2_567","tholeiite",-0.211,0.534,0.695,569,0
"Mg","mid","2_567","outlet",-0.0286,0.0737,0.701,569,0
"Mg","mid","2_567","tholeiite",-0.111,0.17,0.516,569,0
"pH_top2m","hi","2_825","quartzmonzodiorite",-0.0012,0.00915,0.896,560,0
"pH_top2m","hi","2_825","N_dep_2000_2009",-0.233,0.112,0.0441,560,0
"pH_top2m","hi","2_935","NH4_dep_2000_2009",-0.526,0.256,0.0468,560,0
"pH_top2m","hi","2_935","quartzmonzodiorite",-0.00186,0.00912,0.839,560,0
"pH_top2m","hi","2_747","N_dep_1985_2015",-0.197,0.0952,0.0461,560,0
"pH_top2m","hi","2_747","quartzmonzodiorite",-0.00129,0.00916,0.889,560,0
"pH_top2m","hi","2_1020","quartzmonzodiorite",-0.00138,0.00916,0.881,560,0
"pH_top2m","hi","2_1020","NO3_dep_2000_2009",-0.0885,0.0433,0.0483,560,0
"pH_top2m","hi","2_800","quartzmonzodiorite",-0.00121,0.00917,0.896,560,0
"pH_top2m","hi","2_800","N_dep_1990_1999",-0.175,0.0826,0.0415,560,0
"pH_top2m","lo","2_825","N_dep_2000_2009",0.496,0.112,7.79e-05,560,0
"pH_top2m","lo","2_1020","quartzmonzodiorite",-0.0192,0.00916,0.0427,560,0
"pH_top2m","lo","2_1020","NO3_dep_2000_2009",0.189,0.0433,9.76e-05,560,0
"pH_top2m","lo","2_800","N_dep_1990_1999",0.358,0.0826,0.000107,560,0
"pH_top2m","lo","2_747","N_dep_1985_2015",0.417,0.0952,9.52e-05,560,0
"pH_top2m","lo","2_747","quartzmonzodiorite",-0.0194,0.00916,0.0412,560,0
"pH_top2m","lo","2_935","quartzmonzodiorite",-0.0182,0.00912,0.0535,560,0
"pH_top2m","lo","2_935","NH4_dep_2000_2009",1.12,0.256,9.02e-05,560,0
"pH_top2m","lo","2_800","quartzmonzodiorite",-0.0193,0.00917,0.0418,560,0
"pH_top2m","lo","2_825","quartzmonzodiorite",-0.0196,0.00915,0.039,560,0
"pH_top2m","mid","2_747","quartzmonzodiorite",0.00257,0.00324,0.432,560,0
"pH_top2m","mid","2_747","N_dep_1985_2015",-0.0269,0.0333,0.425,560,0
"pH_top2m","mid","2_1020","quartzmonzodiorite",0.00257,0.00324,0.433,560,0
"pH_top2m","mid","2_1020","NO3_dep_2000_2009",-0.0124,0.0152,0.42,560,0
"pH_top2m","mid","2_800","N_dep_1990_1999",-0.0223,0.0288,0.444,560,0
"pH_top2m","mid","2_800","quartzmonzodiorite",0.00256,0.00324,0.435,560,0
"pH_top2m","mid","2_825","N_dep_2000_2009",-0.0319,0.0389,0.417,560,0
"pH_top2m","mid","2_825","quartzmonzodiorite",0.00259,0.00324,0.429,560,0
"pH_top2m","mid","2_935","NH4_dep_2000_2009",-0.071,0.0881,0.426,560,0
"pH_top2m","mid","2_935","quartzmonzodiorite",0.00249,0.00322,0.445,560,0
"pH_top2m","hi","2_972","quartzmonzodiorite",-0.00131,0.00917,0.887,561,1
"pH_top2m","hi","2_989","quartzmonzodiorite",-0.00143,0.00917,0.877,561,1
"pH_top2m","hi","2_384","solar_jas",-7.65e-05,4.29e-05,0.083,561,1
"pH_top2m","hi","2_384","quartzmonzodiorite",-0.000593,0.0093,0.949,561,1
"pH_top2m","hi","2_652","Cl_dep_1990_1999",0.067,0.0337,0.0542,561,1
"pH_top2m","hi","2_652","SO4_dep_1990_1999",-0.174,0.0696,0.017,561,1
"pH_top2m","hi","2_872","quartzmonzodiorite",-0.00186,0.00914,0.84,561,1
"pH_top2m","hi","2_872","NH4_dep_1985_2015",-0.424,0.211,0.0518,561,1
"pH_top2m","hi","2_650","Cl_dep_1990_1999",0.0834,0.04,0.0437,561,1
"pH_top2m","hi","2_915","quartzmonzodiorite",-0.00197,0.00914,0.83,561,1
"pH_top2m","hi","2_915","NH4_dep_1990_1999",-0.385,0.19,0.05,561,1
"pH_top2m","hi","2_774","N_dep_1985_1989",-0.222,0.11,0.0507,561,1
"pH_top2m","hi","2_774","quartzmonzodiorite",-0.0015,0.00916,0.871,561,1
"pH_top2m","hi","2_490","andesite",-0.00869,0.00517,0.101,561,1
"pH_top2m","hi","2_490","forest",-0.00402,0.00485,0.412,561,1
"pH_top2m","hi","2_673","Cl_dep_2000_2009",0.0441,0.0277,0.12,561,1
"pH_top2m","hi","2_643","NH4_dep_2000_2009",-1.39,0.578,0.0213,561,1
"pH_top2m","hi","2_650","SO4_dep_1985_2015",-0.253,0.101,0.017,561,1
"pH_top2m","hi","2_1005","quartzmonzodiorite",-0.00125,0.00917,0.892,561,1
"pH_top2m","hi","2_673","NH4_dep_2000_2009",-1.25,0.517,0.0207,561,1
"pH_top2m","hi","2_1005","NO3_dep_1990_1999",-0.0691,0.0323,0.0393,561,1
"pH_top2m","hi","2_989","NO3_dep_1985_1989",-0.0866,0.0415,0.0439,561,1
"pH_top2m","hi","2_643","Cl_dep_1990_1999",0.0412,0.0249,0.107,561,1
"pH_top2m","hi","2_972","NO3_dep_1985_2015",-0.0797,0.0385,0.0456,561,1
"pH_top2m","lo","2_643","NH4_dep_2000_2009",0.844,0.578,0.153,561,1
"pH_top2m","lo","2_972","quartzmonzodiorite",-0.0192,0.00917,0.0432,561,1
"pH_top2m","lo","2_643","Cl_dep_1990_1999",0.0102,0.0249,0.684,561,1
"pH_top2m","lo","2_384","solar_jas",0.000188,4.29e-05,9.3e-05,561,1
"pH_top2m","lo","2_774","N_dep_1985_1989",0.481,0.11,9.84e-05,561,1
"pH_top2m","lo","2_650","Cl_dep_1990_1999",-0.00659,0.04,0.87,561,1
"pH_top2m","lo","2_774","quartzmonzodiorite",-0.019,0.00916,0.0446,561,1
"pH_top2m","lo","2_490","andesite",0.00438,0.00517,0.402,561,1
"pH_top2m","lo","2_490","forest",0.0177,0.00485,0.000814,561,1
"pH_top2m","lo","2_872","quartzmonzodiorite",-0.0183,0.00914,0.0532,561,1
"pH_top2m","lo","2_673","Cl_dep_2000_2009",0.0156,0.0277,0.576,561,1
"pH_top2m","lo","2_384","quartzmonzodiorite",-0.0221,0.0093,0.0227,561,1
"pH_top2m","lo","2_652","SO4_dep_1990_1999",0.0872,0.0696,0.218,561,1
"pH_top2m","lo","2_989","quartzmonzodiorite",-0.0189,0.00917,0.0466,561,1
"pH_top2m","lo","2_989","NO3_dep_1985_1989",0.178,0.0415,0.000128,561,1
"pH_top2m","lo","2_915","quartzmonzodiorite",-0.0179,0.00914,0.0571,561,1
"pH_top2m","lo","2_673","NH4_dep_2000_2009",0.803,0.517,0.129,561,1
"pH_top2m","lo","2_1005","NO3_dep_1990_1999",0.138,0.0323,0.000127,561,1
"pH_top2m","lo","2_972","NO3_dep_1985_2015",0.166,0.0385,0.000119,561,1
"pH_top2m","lo","2_872","NH4_dep_1985_2015",0.915,0.211,0.000107,561,1
"pH_top2m","lo","2_650","SO4_dep_1985_2015",0.13,0.101,0.206,561,1
"pH_top2m","lo","2_652","Cl_dep_1990_1999",0.00291,0.0337,0.932,561,1
"pH_top2m","lo","2_915","NH4_dep_1990_1999",0.818,0.19,0.000119,561,1
"pH_top2m","lo","2_1005","quartzmonzodiorite",-0.0191,0.00917,0.0442,561,1
"pH_top2m","mid","2_652","SO4_dep_1990_1999",0.00984,0.024,0.685,561,1
"pH_top2m","mid","2_650","SO4_dep_1985_2015",0.0144,0.0357,0.688,561,1
"pH_top2m","mid","2_650","Cl_dep_1990_1999",-0.00896,0.014,0.525,561,1
"pH_top2m","mid","2_989","NO3_dep_1985_1989",-0.0111,0.0145,0.45,561,1
"pH_top2m","mid","2_490","forest",-0.0016,0.00166,0.342,561,1
"pH_top2m","mid","2_915","NH4_dep_1990_1999",-0.0516,0.0657,0.437,561,1
"pH_top2m","mid","2_1005","NO3_dep_1990_1999",-0.00851,0.0113,0.457,561,1
"pH_top2m","mid","2_972","quartzmonzodiorite",0.00256,0.00324,0.435,561,1
"pH_top2m","mid","2_1005","quartzmonzodiorite",0.00254,0.00324,0.439,561,1
"pH_top2m","mid","2_384","quartzmonzodiorite",0.00284,0.00329,0.394,561,1
"pH_top2m","mid","2_652","Cl_dep_1990_1999",-0.00799,0.0115,0.493,561,1
"pH_top2m","mid","2_872","NH4_dep_1985_2015",-0.0591,0.0732,0.425,561,1
"pH_top2m","mid","2_872","quartzmonzodiorite",0.0025,0.00323,0.444,561,1
"pH_top2m","mid","2_989","quartzmonzodiorite",0.00253,0.00324,0.44,561,1
"pH_top2m","mid","2_915","quartzmonzodiorite",0.00247,0.00323,0.448,561,1
"pH_top2m","mid","2_384","solar_jas",-1.4e-05,1.52e-05,0.363,561,1
"pH_top2m","mid","2_673","Cl_dep_2000_2009",-0.00672,0.00945,0.481,561,1
"pH_top2m","mid","2_972","NO3_dep_1985_2015",-0.0106,0.0135,0.438,561,1
"pH_top2m","mid","2_643","Cl_dep_1990_1999",-0.00593,0.00858,0.494,561,1
"pH_top2m","mid","2_673","NH4_dep_2000_2009",0.0493,0.18,0.786,561,1
"pH_top2m","mid","2_643","NH4_dep_2000_2009",0.0629,0.202,0.757,561,1
"pH_top2m","mid","2_774","N_dep_1985_1989",-0.031,0.0382,0.422,561,1
"pH_top2m","mid","2_774","quartzmonzodiorite",0.00255,0.00324,0.435,561,1
"pH_top2m","mid","2_490","andesite",0.000511,0.00173,0.769,561,1
"pH_top2m","hi","2_580","NH4_dep_2000_2009",-1.35,0.565,0.0222,562,2
"pH_top2m","hi","2_642","Cl_dep_1990_1999",0.0471,0.0266,0.0848,562,2
"pH_top2m","hi","2_683","Cl_dep_2000_2009",0.099,0.0491,0.0509,562,2
"pH_top2m","hi","2_222","quartzmonzodiorite",0.000169,0.00944,0.986,562,2
"pH_top2m","hi","2_222","elevmean_wshed",-0.000205,0.000119,0.0943,562,2
"pH_top2m","hi","2_179","quartzmonzodiorite",0.000165,0.00946,0.986,562,2
"pH_top2m","hi","2_179","Elevation_m",-0.000217,0.000131,0.107,562,2
"pH_top2m","hi","2_580","Cl_dep_1985_2015",0.0451,0.0278,0.114,562,2
"pH_top2m","hi","2_590","Cl_dep_1985_2015",0.104,0.0525,0.0542,562,2
"pH_top2m","hi","2_642","NH4_dep_1990_1999",-1.13,0.459,0.0185,562,2
"pH_top2m","hi","2_590","SO4_dep_2000_2009",-0.326,0.14,0.0254,562,2
"pH_top2m","hi","2_683","SO4_dep_2000_2009",-0.29,0.121,0.0215,562,2
"pH_top2m","lo","2_222","quartzmonzodiorite",-0.0243,0.00944,0.0141,562,2
"pH_top2m","lo","2_222","elevmean_wshed",0.000519,0.000119,0.000103,562,2
"pH_top2m","lo","2_642","NH4_dep_1990_1999",0.574,0.459,0.219,562,2
"pH_top2m","lo","2_590","SO4_dep_2000_2009",0.218,0.14,0.128,562,2
"pH_top2m","lo","2_580","Cl_dep_1985_2015",0.0118,0.0278,0.673,562,2
"pH_top2m","lo","2_580","NH4_dep_2000_2009",0.842,0.565,0.145,562,2
"pH_top2m","lo","2_179","quartzmonzodiorite",-0.0248,0.00946,0.0128,562,2
"pH_top2m","lo","2_179","Elevation_m",0.000573,0.000131,9.83e-05,562,2
"pH_top2m","lo","2_590","Cl_dep_1985_2015",-0.0303,0.0525,0.567,562,2
"pH_top2m","lo","2_683","SO4_dep_2000_2009",0.182,0.121,0.141,562,2
"pH_top2m","lo","2_683","Cl_dep_2000_2009",-0.018,0.0491,0.716,562,2
"pH_top2m","lo","2_642","Cl_dep_1990_1999",0.0125,0.0266,0.64,562,2
"pH_top2m","mid","2_222","quartzmonzodiorite",0.00303,0.00334,0.37,562,2
"pH_top2m","mid","2_222","elevmean_wshed",-3.99e-05,4.26e-05,0.354,562,2
"pH_top2m","mid","2_179","quartzmonzodiorite",0.00309,0.00335,0.362,562,2
"pH_top2m","mid","2_179","Elevation_m",-4.52e-05,4.68e-05,0.34,562,2
"pH_top2m","mid","2_580","Cl_dep_1985_2015",-0.0065,0.00956,0.501,562,2
"pH_top2m","mid","2_580","NH4_dep_2000_2009",0.0572,0.197,0.773,562,2
"pH_top2m","mid","2_590","Cl_dep_1985_2015",-0.00867,0.0186,0.644,562,2
"pH_top2m","mid","2_642","NH4_dep_1990_1999",0.0636,0.16,0.693,562,2
"pH_top2m","mid","2_590","SO4_dep_2000_2009",0.0129,0.0501,0.798,562,2
"pH_top2m","mid","2_642","Cl_dep_1990_1999",-0.00684,0.00915,0.46,562,2
"pH_top2m","mid","2_683","Cl_dep_2000_2009",-0.00916,0.0172,0.597,562,2
"pH_top2m","mid","2_683","SO4_dep_2000_2009",0.0122,0.0428,0.778,562,2
"ProfTemp_top2m","hi","2_859","NO3_dep_1990_1999",0.589,0.233,0.0157,541,0
"ProfTemp_top2m","hi","2_859","NH4_dep_1985_2015",-5.21,1.52,0.00153,541,0
"ProfTemp_top2m","lo","2_859","NO3_dep_1990_1999",-0.581,0.233,0.0171,541,0
"ProfTemp_top2m","lo","2_859","NH4_dep_1985_2015",4.26,1.52,0.00805,541,0
"ProfTemp_top2m","mid","2_859","NO3_dep_1990_1999",0.00157,0.079,0.984,541,0
"ProfTemp_top2m","mid","2_859","NH4_dep_1985_2015",0.0938,0.516,0.857,541,0
"ProfTemp_top2m","hi","2_734","N_dep_1985_2015",-2.36,0.693,0.00158,542,1
"ProfTemp_top2m","hi","2_734","NO3_dep_1990_1999",0.595,0.235,0.0157,542,1
"ProfTemp_top2m","lo","2_734","N_dep_1985_2015",1.78,0.693,0.0143,542,1
"ProfTemp_top2m","lo","2_734","NO3_dep_1990_1999",-0.535,0.235,0.0289,542,1
"ProfTemp_top2m","mid","2_734","N_dep_1985_2015",0.0656,0.234,0.781,542,1
"ProfTemp_top2m","mid","2_734","NO3_dep_1990_1999",-0.00628,0.0795,0.938,542,1
"secchi_value_m","hi","2_1079","graywacke",0.00729,0.00478,0.136,497,0
"secchi_value_m","hi","2_1079","SO4_dep_2000_2009",0.0396,0.0434,0.368,497,0
"secchi_value_m","hi","2_893","NH4_dep_1985_1989",0.376,0.336,0.271,497,0
"secchi_value_m","hi","2_893","graywacke",0.00744,0.00431,0.0933,497,0
"secchi_value_m","lo","2_893","graywacke",0.00818,0.00428,0.0644,497,0
"secchi_value_m","lo","2_1079","graywacke",0.0128,0.00476,0.0109,497,0
"secchi_value_m","lo","2_893","NH4_dep_1985_1989",-1.94,0.329,1.09e-06,497,0
"secchi_value_m","lo","2_1079","SO4_dep_2000_2009",-0.255,0.0431,9.74e-07,497,0
"secchi_value_m","mid","2_893","NH4_dep_1985_1989",0.197,0.116,0.0977,497,0
"secchi_value_m","mid","2_1079","SO4_dep_2000_2009",0.027,0.0152,0.0839,497,0
"secchi_value_m","mid","2_893","graywacke",-0.0021,0.00161,0.2,497,0
"secchi_value_m","mid","2_1079","graywacke",-0.00266,0.00178,0.143,497,0
"secchi_value_m","hi","2_934","graywacke",0.00773,0.00424,0.0767,498,1
"secchi_value_m","hi","2_1058","graywacke",0.00741,0.00442,0.102,498,1
"secchi_value_m","hi","2_1046","SO4_dep_1985_2015",0.0336,0.0348,0.341,498,1
"secchi_value_m","hi","2_1069","graywacke",0.00731,0.00443,0.108,498,1
"secchi_value_m","hi","2_1069","SO4_dep_1990_1999",0.0298,0.0275,0.286,498,1
"secchi_value_m","hi","2_934","NH4_dep_2000_2009",0.316,0.296,0.293,498,1
"secchi_value_m","hi","2_1058","SO4_dep_1985_1989",0.029,0.0273,0.295,498,1
"secchi_value_m","hi","2_1046","graywacke",0.00738,0.0046,0.117,498,1
"secchi_value_m","lo","2_1058","graywacke",0.0091,0.00438,0.0453,498,1
"secchi_value_m","lo","2_1069","graywacke",0.00921,0.00439,0.0433,498,1
